LabelName,DisplayName,wikidata,aat,iconclass
/m/02v3fx,Ushanka,https://www.wikidata.org/entity/Q488509,,
/m/02v3z_,Rubber ducky,https://www.wikidata.org/entity/Q851478,,
/m/02v55x,Gugelhupf,https://www.wikidata.org/entity/Q159754,,
/m/02v5dn,Seat marbella,,,
/m/02v5h7,Toyota avensis,,,
/m/02v7zy,Canadian fir,https://www.wikidata.org/entity/Q428023,http://vocab.getty.edu/page/aat/300343717,
/m/02v8tn,Korma,https://www.wikidata.org/entity/Q1979684,,
/m/02v98n,Douglas dc-2,https://www.wikidata.org/entity/Q142591,,
/m/02v9d_,Douglas dc-5,https://www.wikidata.org/entity/Q427402,,
/m/02v9hz,Belgian shepherd,https://www.wikidata.org/entity/Q37624,,
/m/02v9s1,Khokhol,,,
/m/02v_48w,Guatemalan cuisine,https://www.wikidata.org/entity/Q5407615,,
/m/02v_6ql,Early meadow rue,https://www.wikidata.org/entity/Q7709654,,
/m/02v_b3,Oldsmobile 442,,,
/m/02v_fp,Rangoli,https://www.wikidata.org/entity/Q3284472,,
/m/02v_s60,Nissan r90c,,,
/m/02v_whk,Ford kuga,,,
/m/02vcqj,Alstroemeriaceae,https://www.wikidata.org/entity/Q660752,,
/m/02vdjb,White rice,https://www.wikidata.org/entity/Q2674257,,
/m/02vdp0,Cruller,https://www.wikidata.org/entity/Q5190021,,
/m/02vfhv,Citroën xantia,,,
/m/02vgjx,Citroën lna,,,
/m/02vhd1,Maultasche,https://www.wikidata.org/entity/Q20055,,
/m/02vhqz,Japanese saw,https://www.wikidata.org/entity/Q1645496,,
/m/02vjn0,Food processing,https://www.wikidata.org/entity/Q627371,,
/m/02vjrc,Groenendael,https://www.wikidata.org/entity/Q37624,,
/m/02vjst,Laekenois,https://www.wikidata.org/entity/Q37624,,
/m/02vjtz,Belgian shepherd malinois,https://www.wikidata.org/entity/Q37624,,
/m/02vjwg,Tervuren,https://www.wikidata.org/entity/Q37624,,
/m/02vjy9,Peugeot 309,,,
/m/02vk545,Geastrales,https://www.wikidata.org/entity/Q2370701,,
/m/02vk5_q,Cessna a-37 dragonfly,https://www.wikidata.org/entity/Q488204,,
/m/02vk5tw,Golf course,https://www.wikidata.org/entity/Q1048525,http://vocab.getty.edu/page/aat/300000586,
/m/02vk6tn,Gulfstream v,https://www.wikidata.org/entity/Q386403,,
/m/02vk6x,Headstone,https://www.wikidata.org/entity/Q203443,http://vocab.getty.edu/page/aat/300005923,http://www.iconclass.org/rkd/42E311/
/m/02vk771,Laborer,,,
/m/02vk7j7,Holden gemini,,,
/m/02vk7kj,Foil (Metal),https://www.wikidata.org/entity/Q5464150,,
/m/02vk9pc,Couroupita,https://www.wikidata.org/entity/Q159309,,
/m/02vk9z4,Convair c-131 samaritan,https://www.wikidata.org/entity/Q2996210,,
/m/02vkg49,Black laurel,https://www.wikidata.org/entity/Q5586051,,
/m/02vkk45,Thong,https://www.wikidata.org/entity/Q12955949,,
/m/02vkkk2,Volkswagen crafter,,,
/m/02vkl6v,Boiled beef,https://www.wikidata.org/entity/Q4938329,,
/m/02vkl_w,Agaricomycetes,https://www.wikidata.org/entity/Q27720,,
/m/02vklym,Strained yogurt,https://www.wikidata.org/entity/Q1147190,,
/m/02vkp0,Six-man football,https://www.wikidata.org/entity/Q3076619,,
/m/02vkqh8,Wardrobe,https://www.wikidata.org/entity/Q106106,http://vocab.getty.edu/page/aat/300039237,http://www.iconclass.org/rkd/41A254/
/m/02vkqnx,Longstem marsh violet,https://www.wikidata.org/entity/Q2070758,,
