LabelName,DisplayName,wikidata,aat,iconclass
/m/027sjkl,Spiced rice,,,
/m/027slhs,Track lighting,,,
/m/027ssr7,Jeep trailhawk,,,
/m/027sy32,Shishamo,https://www.wikidata.org/entity/Q3276297,,
/m/027sy7,Hoe (Tool),https://www.wikidata.org/entity/Q417980,,
/m/027t307,Jaguar mark v,,,
/m/027t4wc,Rosa moyesii,https://www.wikidata.org/entity/Q491793,,
/m/027t55b,Gloss,https://www.wikidata.org/entity/Q17097994,,
/m/027t5d6,Ferrari 312pb,,,
/m/027t5gm,Ferrari 312p,,,
/m/027t7q,Mulch,https://www.wikidata.org/entity/Q549563,,
/m/027tc3r,Lotus 62,,,
/m/027tcv3,Rally obedience,https://www.wikidata.org/entity/Q3929748,,
/m/027td8k,Pond hockey,https://www.wikidata.org/entity/Q3139000,,
/m/027tktx,Porsche 914-6 gt,,,
/m/027tly9,Churchkhela,https://www.wikidata.org/entity/Q1477592,,
/m/027tn4,Kit fox,https://www.wikidata.org/entity/Q745751,,
/m/027tvc6,Yahni,https://www.wikidata.org/entity/Q6457441,,
/m/027txv9,Sulfur Cosmos,https://www.wikidata.org/entity/Q1209998,,
/m/027v2qr,Tvr tamora,,,
/m/027v63,Steam frigate,https://www.wikidata.org/entity/Q2506352,,
/m/027v7wj,Mountain guide,https://www.wikidata.org/entity/Q819677,,
/m/027v9wk,Elder,https://www.wikidata.org/entity/Q7233501,,
/m/027vj2v,Aluminium,https://www.wikidata.org/entity/Q663,http://vocab.getty.edu/page/aat/300011015,
/m/027vr03,Window cleaner,https://www.wikidata.org/entity/Q3124765,,
/m/027vyzd,Gringas,https://www.wikidata.org/entity/Q5609489,,
/m/027vz0t,Pochas,https://www.wikidata.org/entity/Q7206323,,
/m/027w7rt,Almond jelly,https://www.wikidata.org/entity/Q909385,,
/m/027w8_b,Washer pitching,https://www.wikidata.org/entity/Q7971481,,
/m/027w92,Black salsify,https://www.wikidata.org/entity/Q385259,,
/m/027wbq,Marsh Wren,https://www.wikidata.org/entity/Q1379530,,
/m/027wm3z,Array mbira,https://www.wikidata.org/entity/Q4795879,,
/m/027wmf,Jiaozi,https://www.wikidata.org/entity/Q640769,,
/m/027wqlq,Rou jia mo,https://www.wikidata.org/entity/Q5690018,,
/m/027wqvm,Burger king premium burgers,https://www.wikidata.org/entity/Q4764082,,
/m/027wrc,Skate shoe,https://www.wikidata.org/entity/Q1756589,,
/m/027wz5,Honda prelude,,,
/m/027wzl,Wheelchair tennis,https://www.wikidata.org/entity/Q1153025,,
/m/027x0j,Mascara,https://www.wikidata.org/entity/Q324120,,
/m/027x1r,Thermae,https://www.wikidata.org/entity/Q6581615,http://vocab.getty.edu/page/aat/300007364,
/m/027x24c,Barrel drum,https://www.wikidata.org/entity/Q4863335,http://vocab.getty.edu/page/aat/300195668,
/m/027x3,Disease,https://www.wikidata.org/entity/Q12136,http://vocab.getty.edu/page/aat/300391457,http://www.iconclass.org/rkd/31A46/
/m/027x730,Audi f103,https://www.wikidata.org/entity/Q574473,,
/m/027x7n,Physical fitness,https://www.wikidata.org/entity/Q309252,,
/m/027x8l3,Breakfast sandwich,https://www.wikidata.org/entity/Q4959490,,
/m/027x9cl,Tanghulu,https://www.wikidata.org/entity/Q2476688,,
/m/027xg7c,Gascon saintongeois,https://www.wikidata.org/entity/Q37997,,
/m/027xgj9,Grand anglo-français tricolore,https://www.wikidata.org/entity/Q38724,,
/m/027xhm0,Wood flooring,https://www.wikidata.org/entity/Q21141633,,
/m/027xmcf,Salad dressing spread,https://www.wikidata.org/entity/Q3315811,,
/m/027xmpd,Ginetta f400,,,
/m/027xnb0,Freestyle slalom skating,https://www.wikidata.org/entity/Q1453712,,
/m/027xns3,Gougère,https://www.wikidata.org/entity/Q655973,,
/m/027xrjh,Ssangyong actyon,,,
/m/027xsgr,Chevrolet lumina z34,,,
/m/027xvt0,Suzuki mr wagon,,,
/m/027xxzv,Namul,https://www.wikidata.org/entity/Q1062144,,
/m/027xyl,Baseball cap,https://www.wikidata.org/entity/Q639686,http://vocab.getty.edu/page/aat/300210763,
/m/027y004,Sponge (Tool),https://www.wikidata.org/entity/Q18960,http://vocab.getty.edu/page/aat/300265683,
/m/027y18v,Women's erotica,https://www.wikidata.org/entity/Q5852303,,
/m/027y95,Range stormer,,,
/m/027y_l4,Gull dong,https://www.wikidata.org/entity/Q38744,,
/m/027yb05,Dogo cubano,https://www.wikidata.org/entity/Q38446,,
/m/027ybdx,Dogo sardesco,https://www.wikidata.org/entity/Q3655236,,
/m/027yd3m,Nikolaschka,,,
/m/027ygbl,Jensen gt,,,
/m/027ylld,Puma,https://www.wikidata.org/entity/Q1572564,,
/m/027yv56,Kerry beagle,https://www.wikidata.org/entity/Q37974,,
/m/027z23_,Ashure,https://www.wikidata.org/entity/Q136922,,
/m/027z5xc,Gull terr,https://www.wikidata.org/entity/Q38737,,
/m/027z7nd,Ford mustang fr500,,,
/m/027z8f4,Flattened rice,https://www.wikidata.org/entity/Q7207749,,
/m/027zfd2,Indonesian passport,https://www.wikidata.org/entity/Q1285872,,
/m/027zg,Dynamite,https://www.wikidata.org/entity/Q80728,http://vocab.getty.edu/page/aat/300015124,
/m/027zgtw,Bat-and-ball games,https://www.wikidata.org/entity/Q2238071,,
/m/027zm8,Lemonade,https://www.wikidata.org/entity/Q893,,
/m/027zmvf,Trick shot,https://www.wikidata.org/entity/Q1649508,,
/m/027zph,House Wren,https://www.wikidata.org/entity/Q524799,,
/m/027zyj0,Kosambari,https://www.wikidata.org/entity/Q6432978,,
/m/027zynh,Glory of the snow,https://www.wikidata.org/entity/Q1057740,,
/m/02805fj,Sego lily,https://www.wikidata.org/entity/Q2934343,,
/m/02805p,Pogo stick,https://www.wikidata.org/entity/Q1506083,http://vocab.getty.edu/page/aat/300211186,
