LabelName,DisplayName,wikidata,aat,iconclass
/m/07q11g7,Reed instrument,,,
/m/07q38c,Milky way,https://www.wikidata.org/entity/Q321,,http://www.iconclass.org/rkd/24D21/
/m/07q3b,Tapas,https://www.wikidata.org/entity/Q220964,,
/m/07q3ylx,Signaling device,,,
/m/07qcxs,Tinsmith,,,
/m/07qfq,Tasmanian devil,https://www.wikidata.org/entity/Q134964,,
/m/07qgb_,Mitre box,https://www.wikidata.org/entity/Q985062,http://vocab.getty.edu/page/aat/300024251,
/m/07ql1_,Sticky bun,https://www.wikidata.org/entity/Q7616330,,
/m/07ql8f,Darjeeling tea,https://www.wikidata.org/entity/Q745933,,
/m/07qmlj,Rye bread,https://www.wikidata.org/entity/Q3893120,,
/m/07qn8g,Culinary art,https://www.wikidata.org/entity/Q2111686,http://vocab.getty.edu/page/aat/300389793,
/m/07qnx6,Riq,,,
/m/07qq8,Tom collins,https://www.wikidata.org/entity/Q703541,,
/m/07qqq,Torpedo,https://www.wikidata.org/entity/Q165363,http://vocab.getty.edu/page/aat/300201767,
/m/07qqrs,Pontiac star chief,,,
/m/07qr6,Turkish food,https://www.wikidata.org/entity/Q654493,,
/m/07qsrs,Fermented bean curd,https://www.wikidata.org/entity/Q2901605,,
/m/07qv33,Thames trader,,,
/m/07qv7p,Soup beans,https://www.wikidata.org/entity/Q7565048,,
/m/07qxg_,Football helmet,https://www.wikidata.org/entity/Q1245430,,
/m/07qxmj,Baltimore clipper,https://www.wikidata.org/entity/Q805755,http://vocab.getty.edu/page/aat/300232664,
/m/07qy1,Torpedo boat,https://www.wikidata.org/entity/Q324233,,
/m/07qykf,Stonemason's hammer,https://www.wikidata.org/entity/Q1464970,,
/m/07qym5,Lump hammer,,,
/m/07r04,Truck,https://www.wikidata.org/entity/Q43193,,http://www.iconclass.org/rkd/46C163/
/m/07r2m5,Black and tan terrier,https://www.wikidata.org/entity/Q1800312,,
/m/07r2x,Tropical cyclone,https://www.wikidata.org/entity/Q8092,http://vocab.getty.edu/page/aat/300054737,
/m/07r416,Scarlet oak,https://www.wikidata.org/entity/Q854714,http://vocab.getty.edu/page/aat/300375459,
/m/07r7_w,Open water swimming,https://www.wikidata.org/entity/Q631004,,
/m/07r8xq,Sheep's sorrel,https://www.wikidata.org/entity/Q29951,,
/m/07r_3p,Sharpening jig,https://www.wikidata.org/entity/Q7490394,,
/m/07r_4c,Drillship,https://www.wikidata.org/entity/Q509222,,
/m/07rb8j,Midori,https://www.wikidata.org/entity/Q3857076,,
/m/07rbbp,Giant otter,https://www.wikidata.org/entity/Q83774,,
/m/07rcyd,York boat,https://www.wikidata.org/entity/Q2600847,,
/m/07rflp,Plymouth gtx,,,
/m/07rgn,Hulk,https://www.wikidata.org/entity/Q188760,,
