LabelName,DisplayName,wikidata,aat
/m/02mybp,Buick riviera,,
/m/02myp8,Stargazy pie,https://www.wikidata.org/entity/Q7601887,
/m/02mysf,Cadillac coupe de ville,,
/m/02mzbr,Buick electra,,
/m/02mzl,Ethiopian food,https://www.wikidata.org/entity/Q257508,
/m/02mzpl,Aulos,https://www.wikidata.org/entity/Q324299,http://vocab.getty.edu/page/aat/300213571
/m/02n106,Landing craft,https://www.wikidata.org/entity/Q841751,
/m/02n1k,Erosion,https://www.wikidata.org/entity/Q80026,http://vocab.getty.edu/page/aat/300054116
/m/02n1nf,Pontiac grand prix,,
/m/02n2b3,Audi a6,,
/m/02n3c4,Ford explorer,,
/m/02n3dt,Hot chocolate,https://www.wikidata.org/entity/Q13261,http://vocab.getty.edu/page/aat/300387485
/m/02n44t,Apple cider,https://www.wikidata.org/entity/Q5977438,
/m/02n47_,Tambura,https://www.wikidata.org/entity/Q1164636,http://vocab.getty.edu/page/aat/300224269
/m/02n4pm,Oldsmobile 98,,
/m/02n4tj,Oldsmobile 88,,
/m/02n4yy,Pontiac catalina,,
/m/02n55c,Pontiac bonneville,,
/m/02n5q4,Lincoln town car,,
/m/02n62_,Cutter,https://www.wikidata.org/entity/Q417583,
/m/02n6kc,Bansuri,https://www.wikidata.org/entity/Q960389,http://vocab.getty.edu/page/aat/300224116
/m/02n6m5,Sun tanning,https://www.wikidata.org/entity/Q321458,
/m/02n6pg,Tanning bed,https://www.wikidata.org/entity/Q646347,
/m/02n7rn,Paddy field,https://www.wikidata.org/entity/Q842623,
/m/02n9jn0,Gmc sonoma,,
/m/02n_r1,Common tormentil,https://www.wikidata.org/entity/Q160098,
/m/02n_s4,Korean jindo dog,https://www.wikidata.org/entity/Q29170,
/m/02nb1,Eight-ball,https://www.wikidata.org/entity/Q2060479,
/m/02nbfq4,Nissan,https://www.wikidata.org/entity/Q20165,
/m/02nbwp,Tyrrell p34,,
/m/02ncgt,Oldsmobile toronado,,
/m/02ndh1,Marten,https://www.wikidata.org/entity/Q26533,http://vocab.getty.edu/page/aat/300250169
/m/02ndjp,Mousetrap,https://www.wikidata.org/entity/Q658353,http://vocab.getty.edu/page/aat/300024411
/m/02ndl5,Optician,https://www.wikidata.org/entity/Q1996635,http://vocab.getty.edu/page/aat/300237213
/m/02ndsh,Renault clio,,
/m/02nf1k,Siberian tiger,https://www.wikidata.org/entity/Q69581,
/m/02nfvx,Holy saturday,https://www.wikidata.org/entity/Q186206,
/m/02nfxt,Residential area,https://www.wikidata.org/entity/Q674950,http://vocab.getty.edu/page/aat/300000742
