LabelName,DisplayName,wikidata,aat
/m/0bpff7,Antique tool,https://www.wikidata.org/entity/Q4775181,
/m/0bpg71,Spyker c8,,
/m/0bpgx,High school,https://www.wikidata.org/entity/Q9826,http://vocab.getty.edu/page/aat/300343452
/m/0bphtc,Fruit gushers,https://www.wikidata.org/entity/Q5506367,
/m/0bpj1z1,Wheelchair sports,,
/m/0bpk1t,Matra ms80,,
/m/0bpklr5,Pickled foods,,
/m/0bpl0y,Ford reflex,,
/m/0bpm4bq,Bicycle racing,,
/m/0bpn3c2,Skateboarding Equipment,,
/m/0bpnjv,Nissan presage,,
/m/0bpnmk0,Bicycles--Equipment and supplies,,
/m/0bps4xh,Tennis Equipment,,
/m/0bpwf6g,Football equipment,,
/m/0bpxlzj,Endurance sports,,
/m/0bq064,Bakharwal dog,https://www.wikidata.org/entity/Q37653,
/m/0bq1xh,Colt 45,https://www.wikidata.org/entity/Q3683755,
/m/0bq2r1,Indian spitz,https://www.wikidata.org/entity/Q38921,
/m/0bq2ww,Dahi puri,https://www.wikidata.org/entity/Q2723949,
/m/0bq66hh,Surfing Equipment,,
/m/0bq6r7,Rainbow smelt,https://www.wikidata.org/entity/Q2641362,
/m/0bqb_n,Hokkaido,https://www.wikidata.org/entity/Q35581,
/m/0bqhkk,Hardy kiwi,https://www.wikidata.org/entity/Q5656651,
/m/0bqrp,Pendulum,https://www.wikidata.org/entity/Q20702,http://vocab.getty.edu/page/aat/300235975
/m/0bqsk,Pulse,,
/m/0bqsqf,Thermal bath,,
/m/0bqtrv,Gear shaper,https://www.wikidata.org/entity/Q1504438,
/m/0bqvs,Guar,https://www.wikidata.org/entity/Q264770,
/m/0bqw85,Mitsubishi space star,,
/m/0bqwj,Cephalopod,https://www.wikidata.org/entity/Q128257,http://vocab.getty.edu/page/aat/300250256
/m/0bqwqs,Japanese whisky,https://www.wikidata.org/entity/Q901367,
/m/0bqzm_,Hybrid tea rose,https://www.wikidata.org/entity/Q279919,
/m/0br3xq,Ford s-max,,
/m/0br6k5,Desoto fireflite,,
/m/0br6lk,Desoto firesweep,,
/m/0br6pp,Desoto firedome,,
/m/0br7j6,Pleurotus eryngii,https://www.wikidata.org/entity/Q901105,
/m/0brbbg,Lava plain,https://www.wikidata.org/entity/Q488416,
/m/0brbp5,Desoto diplomat,,
/m/0brcr_,Alfa romeo 105 series coupes,,
/m/0brh6k,Yule log,https://www.wikidata.org/entity/Q460653,
/m/0brl6,Cyclone,https://www.wikidata.org/entity/Q79602,http://vocab.getty.edu/page/aat/300054736
/m/0brn2d,Field,https://www.wikidata.org/entity/Q257765,
/m/0brtzx,Napkin holder,https://www.wikidata.org/entity/Q2733787,
/m/0brwp0,Nissan 180sx,,
/m/0bryct,Hyundai terracan,,
/m/0brytpf,Agent orange,https://www.wikidata.org/entity/Q215946,
/m/0brz4lv,Quercus turbinella,https://www.wikidata.org/entity/Q3006230,
/m/0brz6v2,Sauna suit,https://www.wikidata.org/entity/Q7427428,
/m/0bs0dk,Koenigsegg ccx,,
/m/0bs1yfr,Tinutuan,https://www.wikidata.org/entity/Q7808550,
/m/0bs2mg,Stone put,https://www.wikidata.org/entity/Q7619078,
/m/0bs2zr,Desoto adventurer,,
/m/0bs3qw0,Renault fluence z.e.,,
/m/0bs4r_,Antenna rotator,https://www.wikidata.org/entity/Q4771262,
/m/0bs5r2v,Eastern Indigo Snake,https://www.wikidata.org/entity/Q2710665,
/m/0bs6np0,California Legless Lizard,https://www.wikidata.org/entity/Q2661640,
/m/0bs6s2c,Olmeca tequila,https://www.wikidata.org/entity/Q7088417,
/m/0bs7_0t,Electronic device,,
/m/0bs7bcg,Méchoui,https://www.wikidata.org/entity/Q1915612,
/m/0bs7sg,Beer glass,https://www.wikidata.org/entity/Q516844,http://vocab.getty.edu/page/aat/300043232
/m/0bs9vz,Croquette,https://www.wikidata.org/entity/Q70125,
/m/0bs_x,Dodge,https://www.wikidata.org/entity/Q27564,
/m/0bsbkf,Desoto powermaster,,
/m/0bsfj,Adjustable spanner,https://www.wikidata.org/entity/Q449109,
/m/0bsgy2,Desoto airflow,,
/m/0bsh86,Honda t360,,
/m/0bshcc,Honda vamos,,
/m/0bshnr,Honda s500,,
/m/0bsjg8,Honda 1300,,
/m/0bsk0t,Menchi-katsu,https://www.wikidata.org/entity/Q6816534,
/m/0bsm0p,Desoto airstream,,
/m/0bsn_s,Desoto deluxe,,
/m/0bsnny,Desoto custom,,
/m/0bspk0,Desoto suburban,,
/m/0bsqfg,Pig's organ soup,https://www.wikidata.org/entity/Q7193190,
/m/0bsr2mf,Tulipa humilis,https://www.wikidata.org/entity/Q5908202,
/m/0bsrf3,Swamp Rose mallow,https://www.wikidata.org/entity/Q159479,
/m/0bss51,Thumbs signal,https://www.wikidata.org/entity/Q2741343,
/m/0bt2cb,Alfa romeo 1900,,
/m/0bt2m,Orc,https://www.wikidata.org/entity/Q194061,
/m/0bt6cg,Shami kebab,https://www.wikidata.org/entity/Q7487537,
/m/0bt9lr,Dog,https://www.wikidata.org/entity/Q144,http://vocab.getty.edu/page/aat/300250130
/m/0bt_c3,Book,https://www.wikidata.org/entity/Q571,http://vocab.getty.edu/page/aat/300028051
/m/0btbr0,Tinto de verano,https://www.wikidata.org/entity/Q1420455,
/m/0btc46,Dog banana,https://www.wikidata.org/entity/Q412169,
/m/0btc6_,Embellishment,https://www.wikidata.org/entity/Q5370025,
/m/0btc80,Renault racoon,,
/m/0btcr,Levee,,
/m/0btjl7,Studebaker big six,,
/m/0btl2k,Studebaker transtar,,
/m/0btlpm,Studebaker light six,,
/m/0btmb,Superhero,https://www.wikidata.org/entity/Q188784,
/m/0btmnp,Pasta e fagioli,https://www.wikidata.org/entity/Q1137803,
/m/0btn7_,Studebaker coupe express,,
/m/0btp2,Traffic,https://www.wikidata.org/entity/Q4323994,http://vocab.getty.edu/page/aat/300055250
/m/0btwlv,Sakhalin husky,https://www.wikidata.org/entity/Q39232,
/m/0btxbj,Long nosed Snake,https://www.wikidata.org/entity/Q2021215,
/m/0btxm1,Hog-nosed snakes,https://www.wikidata.org/entity/Q5877356,
/m/0bv0f7,Valencia orange,https://www.wikidata.org/entity/Q3246629,
/m/0bv0yw,Dodge ram srt-10,,
/m/0bv199,Professional boxing,https://www.wikidata.org/entity/Q2631720,
/m/0bv1sc,Dodge ram rumble bee,,
/m/0bv2v,Echinoderm,https://www.wikidata.org/entity/Q44631,http://vocab.getty.edu/page/aat/300265692
/m/0bv6wg,Ford shelby cobra concept,,
/m/0bvh8d,Gaida,https://www.wikidata.org/entity/Q1422412,
/m/0bvjl,Ringed-worm,https://www.wikidata.org/entity/Q25522,http://vocab.getty.edu/page/aat/300265690
/m/0bvn8w,Folding chair,https://www.wikidata.org/entity/Q1744391,http://vocab.getty.edu/page/aat/300244770
/m/0bvpg,Unicorn,https://www.wikidata.org/entity/Q7246,http://vocab.getty.edu/page/aat/300379595
/m/0bvtqn,Australian passport,https://www.wikidata.org/entity/Q1274223,
/m/0bvv45,Seedless fruit,https://www.wikidata.org/entity/Q7445673,
/m/0bvv_,Antarctic krill,https://www.wikidata.org/entity/Q571443,
/m/0bvx0x,Mercedes-benz f-cell,,
/m/0bw2kx,Bull's eye level,https://www.wikidata.org/entity/Q2566226,
/m/0bw3kk,Sauce ravigote,https://www.wikidata.org/entity/Q2054216,
/m/0bw623,Lunge (Position),https://www.wikidata.org/entity/Q12325154,
/m/0bw78q,Ragda pattice,https://www.wikidata.org/entity/Q5556748,
/m/0bwd5,Business school,https://www.wikidata.org/entity/Q1143635,http://vocab.getty.edu/page/aat/300006535
/m/0bwd_0j,Elephant,https://www.wikidata.org/entity/Q7378,
/m/0bwf50,Trout bum,https://www.wikidata.org/entity/Q7846631,
/m/0bwf_bh,Lasiommata,https://www.wikidata.org/entity/Q1767389,
/m/0bwgbm,Water snake,https://www.wikidata.org/entity/Q6570191,
/m/0bwgjh,Medical thermometer,https://www.wikidata.org/entity/Q621414,http://vocab.getty.edu/page/aat/300198984
/m/0bwhgmp,Air hammer,https://www.wikidata.org/entity/Q4698334,
/m/0bwj2z,American Snout orCommon Snout Butterfly,https://www.wikidata.org/entity/Q3362903,
/m/0bwjv9,Atta flour,https://www.wikidata.org/entity/Q4817854,
/m/0bwkr7g,Egg shaker,https://www.wikidata.org/entity/Q2553890,
/m/0bwm4h,Pipevine Swallowtail,https://www.wikidata.org/entity/Q1758032,
/m/0bwm8q,Dog crate,https://www.wikidata.org/entity/Q5288262,
/m/0bwnld,Rambler classic,,
/m/0bwq7p,Eagle bone whistle,https://www.wikidata.org/entity/Q5325306,
/m/0bwqb,Polka,https://www.wikidata.org/entity/Q153071,
/m/0bwr_0,Cadillac sts-v,,
/m/0bwrdd,Junior showmanship,https://www.wikidata.org/entity/Q786532,
/m/0bwt59,Hatstand,https://www.wikidata.org/entity/Q4858753,
/m/0bwwgd,Nash rambler,,
/m/0bwyx9,Nocino,https://www.wikidata.org/entity/Q290493,
/m/0bx24_,Bacardi superior,https://www.wikidata.org/entity/Q2369060,
/m/0bx2zb,Alyssum,https://www.wikidata.org/entity/Q161063,
/m/0bx8s1,Petit four,https://www.wikidata.org/entity/Q940757,
/m/0bx_y3w,Television set,https://www.wikidata.org/entity/Q8075,http://vocab.getty.edu/page/aat/300248636
/m/0bxbd7,Smudge stick,https://www.wikidata.org/entity/Q17020457,
/m/0bxdf,Rave,https://www.wikidata.org/entity/Q645767,
/m/0bxdx,Windmill,https://www.wikidata.org/entity/Q38720,http://vocab.getty.edu/page/aat/300006273
/m/0bxmfd,Turtle soup,https://www.wikidata.org/entity/Q690048,
/m/0bxr4,Ruby,https://www.wikidata.org/entity/Q43088,http://vocab.getty.edu/page/aat/300011082
/m/0bxtq0,Tramontana,,
/m/0bxw7k,Hachis parmentier,https://www.wikidata.org/entity/Q2303056,
/m/0bxxr2,Pouteria caimito,https://www.wikidata.org/entity/Q1650768,
/m/0bxy01,Matzah brei,https://www.wikidata.org/entity/Q2654880,
/m/0bxyyx_,Feature phone,https://www.wikidata.org/entity/Q965424,
/m/0bxyzy9,Guagua de pan,https://www.wikidata.org/entity/Q5613295,
/m/0bxzbs3,Fitness professional,https://www.wikidata.org/entity/Q8563456,
/m/0bxzd_p,Stripper,https://www.wikidata.org/entity/Q1141526,
/m/0by0ngf,Multi-tool,https://www.wikidata.org/entity/Q1419325,
/m/0by0pcx,Chevrolet constantia,,
/m/0by0z,Fjord,https://www.wikidata.org/entity/Q45776,http://vocab.getty.edu/page/aat/300008676
/m/0by12lj,Scion iq,,
/m/0by1g,Crayfish,https://www.wikidata.org/entity/Q1211742,
/m/0by1tn,Peteca,https://www.wikidata.org/entity/Q17082781,
/m/0by2mv,Glamorgan sausage,https://www.wikidata.org/entity/Q3397246,
/m/0by2r,Bud,https://www.wikidata.org/entity/Q189838,http://vocab.getty.edu/page/aat/300375399
/m/0by3l3,High priest,,
/m/0by3w,Jumping,https://www.wikidata.org/entity/Q1151752,
/m/0by4j8,Mazda bt-50,,
/m/0by6g,Shark,https://www.wikidata.org/entity/Q7372,
/m/0by6z,Black panther,https://www.wikidata.org/entity/Q207963,
/m/0by70h,Mango pudding,https://www.wikidata.org/entity/Q3273739,
/m/0by7c,Great white shark,https://www.wikidata.org/entity/Q129026,
/m/0by8vb,American red cross,https://www.wikidata.org/entity/Q470110,
/m/0by99r,Chrysler airstream,,
/m/0by9lp,Toy block,https://www.wikidata.org/entity/Q811433,http://vocab.getty.edu/page/aat/300211072
/m/0byb_x,Talent show,https://www.wikidata.org/entity/Q1484397,
/m/0bybm1,California flounder,https://www.wikidata.org/entity/Q942266,
/m/0bydkk,Bánh canh,https://www.wikidata.org/entity/Q4855649,
/m/0byj4,Combat,https://www.wikidata.org/entity/Q650711,
/m/0bykh8,Smart forfour,,
/m/0bykn,Duct tape,https://www.wikidata.org/entity/Q1030313,http://vocab.getty.edu/page/aat/300261990
/m/0byllc,Lotus 41,,
/m/0bylty,Pink moccasin flower,https://www.wikidata.org/entity/Q744706,
/m/0bynfk,Taphon,https://www.wikidata.org/entity/Q1562149,
/m/0bynt,Track and field athletics,https://www.wikidata.org/entity/Q3312129,
/m/0byp9,Hammer throw,https://www.wikidata.org/entity/Q184865,
/m/0bypsd,Kandyan dance,https://www.wikidata.org/entity/Q3536153,
/m/0bypt,Decathlon,https://www.wikidata.org/entity/Q184654,
/m/0bypyd,Spyker d8,,
/m/0byrsb,Caparrones,https://www.wikidata.org/entity/Q5034525,
/m/0bysjw,Stone wall,https://www.wikidata.org/entity/Q979531,
/m/0bytl4,Mì quảng,https://www.wikidata.org/entity/Q6950186,
/m/0bywxj,Zastava florida,,
/m/0byyql,Ribbon of saint george,https://www.wikidata.org/entity/Q1790496,
/m/0byz3d,Pitch and putt,https://www.wikidata.org/entity/Q1898422,
/m/0bz5vf,Gopher Tortoise,https://www.wikidata.org/entity/Q914338,
/m/0bz8xg,Renault reinastella,,
/m/0bz9yt,Senna,https://www.wikidata.org/entity/Q294756,
/m/0bzcf6,Rosenwald school,https://www.wikidata.org/entity/Q7368619,
/m/0bzfym,Alfa romeo giulietta (2009),,
/m/0bzg13,Alfa romeo 169,,
/m/0bzh1z,Alfa romeo tipo 33,,
/m/0bzhwv,Static trapeze,https://www.wikidata.org/entity/Q7604188,
