LabelName,DisplayName,wikidata,aat
/m/01c80k,Snow goose,https://www.wikidata.org/entity/Q27074540,
/m/01c8br,Street,https://www.wikidata.org/entity/Q79007,http://vocab.getty.edu/page/aat/300008247
/m/01c8w0,Conductor,,
/m/01c979,Designer,https://www.wikidata.org/entity/Q5322166,http://vocab.getty.edu/page/aat/300025190
/m/01c_0l,"Ducks, geese and swans",https://www.wikidata.org/entity/Q3736439,
/m/01c_9j,Quarry,https://www.wikidata.org/entity/Q188040,http://vocab.getty.edu/page/aat/300000402
/m/01cbb3,Beet,,
/m/01cbzq,Rock,https://www.wikidata.org/entity/Q280874,
/m/01cch6,Potato salad,https://www.wikidata.org/entity/Q152964,
/m/01cct5,Snipe,https://www.wikidata.org/entity/Q1485075,
/m/01cd9,Brand,https://www.wikidata.org/entity/Q431289,http://vocab.getty.edu/page/aat/300266718
/m/01cfkh,Remora,https://www.wikidata.org/entity/Q239771,
/m/01cgz,Boxing,https://www.wikidata.org/entity/Q32112,http://vocab.getty.edu/page/aat/300374825
/m/01chb8,Nowruz,https://www.wikidata.org/entity/Q483236,
/m/01chy,Bowls,https://www.wikidata.org/entity/Q895471,http://vocab.getty.edu/page/aat/300222775
/m/01cj38,Northern Harrier,https://www.wikidata.org/entity/Q25572,
/m/01cjsf,Kite (Bird),https://www.wikidata.org/entity/Q42861,http://vocab.getty.edu/page/aat/300218777
/m/01ck7x,Budgie,https://www.wikidata.org/entity/Q121221,http://vocab.getty.edu/page/aat/300310658
/m/01ckgp,Interaction,https://www.wikidata.org/entity/Q52948,
/m/01cmb2,Miniskirt,https://www.wikidata.org/entity/Q230823,http://vocab.getty.edu/page/aat/300209924
/m/01cmcs,Hatchback,https://www.wikidata.org/entity/Q216762,
/m/01cmft,Spotting scope,https://www.wikidata.org/entity/Q1752914,
/m/01cmm2,Monocular,https://www.wikidata.org/entity/Q1945033,
/m/01cndb,Stationery,https://www.wikidata.org/entity/Q875696,http://vocab.getty.edu/page/aat/300207873
/m/01cnz,Birth control,https://www.wikidata.org/entity/Q122224,
/m/01cp1t,Douglas Aircraft Company,https://www.wikidata.org/entity/Q651778,
/m/01cppc,Bird migration,https://www.wikidata.org/entity/Q216507,
/m/01cq1t,Listed building,https://www.wikidata.org/entity/Q570600,
/m/01cqy9,Bivalve,https://www.wikidata.org/entity/Q25368,http://vocab.getty.edu/page/aat/300259074
/m/01crm0,Atlantic puffin,https://www.wikidata.org/entity/Q26685,http://vocab.getty.edu/page/aat/300252278
/m/01crnh,"Meal, ready-to-eat",https://www.wikidata.org/entity/Q586615,
/m/01crps,Satay,https://www.wikidata.org/entity/Q209253,
/m/01crzf,Waxwing,https://www.wikidata.org/entity/Q26135,
/m/01cs49,Cottage pie,https://www.wikidata.org/entity/Q2303056,
/m/01cs50,Costa Rican cuisine,https://www.wikidata.org/entity/Q1066184,
/m/01cs_p,Marina,https://www.wikidata.org/entity/Q721207,http://vocab.getty.edu/page/aat/300120824
/m/01csdn,Smörgåsbord,https://www.wikidata.org/entity/Q1070156,
/m/01ctqy,F-111 aardvark,https://www.wikidata.org/entity/Q270990,
/m/01ctry,Atmosphere of earth,https://www.wikidata.org/entity/Q3230,
/m/01ctsf,Atmosphere,https://www.wikidata.org/entity/Q8104,http://vocab.getty.edu/page/aat/300255945
/m/01cv4r,Temperate coniferous forest,,
/m/01cv98,Temperate broadleaf and mixed forest,https://www.wikidata.org/entity/Q622896,
/m/01cv9m,Tropical and subtropical coniferous forests,https://www.wikidata.org/entity/Q3055470,
/m/01cvx,Baptism,https://www.wikidata.org/entity/Q35856,http://vocab.getty.edu/page/aat/300069030
/m/01cw97,Pemmican,https://www.wikidata.org/entity/Q130097,
/m/01cwd,Bocce,https://www.wikidata.org/entity/Q33135384,
/m/01cwty,Hub gear,https://www.wikidata.org/entity/Q1720351,
/m/01cx7t,High-visibility clothing,https://www.wikidata.org/entity/Q16041252,
/m/01cx_v,Chesapeake bay retriever,https://www.wikidata.org/entity/Q29084,
/m/01cxh7,Transporter bridge,https://www.wikidata.org/entity/Q506412,http://vocab.getty.edu/page/aat/300259541
/m/01cxvn,Bioluminescence,https://www.wikidata.org/entity/Q179924,http://vocab.getty.edu/page/aat/300379437
/m/01cypm,Khene,https://www.wikidata.org/entity/Q1740479,http://vocab.getty.edu/page/aat/300212032
/m/01cytr,Kia motors,https://www.wikidata.org/entity/Q35349,
/m/01cz1z,Cloudberry,https://www.wikidata.org/entity/Q160092,
/m/01cz4w,Bilberry,https://www.wikidata.org/entity/Q60708120,
/m/01czv3,Fortification,https://www.wikidata.org/entity/Q57821,http://vocab.getty.edu/page/aat/300006888
/m/01d07t,Photographic paper,https://www.wikidata.org/entity/Q912760,http://vocab.getty.edu/page/aat/300014190
/m/01d0z1,Shorebird,https://www.wikidata.org/entity/Q26226431,
/m/01d146,Lockheed ep-3,https://www.wikidata.org/entity/Q1137534,
/m/01d1dj,Coupé,https://www.wikidata.org/entity/Q213853,
/m/01d1vk,Grumman c-2 greyhound,https://www.wikidata.org/entity/Q1148532,
/m/01d1wc,Northrop grumman ea-6b prowler,https://www.wikidata.org/entity/Q532428,
/m/01d2_z,Wind turbine,https://www.wikidata.org/entity/Q49833,http://vocab.getty.edu/page/aat/300189839
/m/01d2nt,Wisteria,https://www.wikidata.org/entity/Q261903,
/m/01d30f,Teacher,https://www.wikidata.org/entity/Q37226,http://vocab.getty.edu/page/aat/300025529
/m/01d380,Drill (Tool),https://www.wikidata.org/entity/Q58964,http://vocab.getty.edu/page/aat/300266439
/m/01d3bp,Sandpiper,https://www.wikidata.org/entity/Q26626,http://vocab.getty.edu/page/aat/300389931
/m/01d3ry,Tortilla de patatas,https://www.wikidata.org/entity/Q281751,
/m/01d40f,Dress,https://www.wikidata.org/entity/Q200539,http://vocab.getty.edu/page/aat/300046159
/m/01d4b2,Jack-o'-lantern,https://www.wikidata.org/entity/Q221009,
/m/01d5g,Batman,https://www.wikidata.org/entity/Q2695156,
/m/01d64p,Accipitriformes,https://www.wikidata.org/entity/Q21736,
/m/01d743,Package delivery,https://www.wikidata.org/entity/Q1447463,
/m/01d74z,Night,https://www.wikidata.org/entity/Q575,http://vocab.getty.edu/page/aat/300133095
/m/01d7fl,Jack russell terrier,https://www.wikidata.org/entity/Q38287,
/m/01d7mc,Black and tan coonhound,https://www.wikidata.org/entity/Q37537,
/m/01d7ng,Pelecaniformes,https://www.wikidata.org/entity/Q19338,http://vocab.getty.edu/page/aat/300310296
/m/01d7qq,Coonhound,https://www.wikidata.org/entity/Q37766,
/m/01d7rt,Differential,https://www.wikidata.org/entity/Q241623,
/m/01d8ql,Rallidae,https://www.wikidata.org/entity/Q3417678,
/m/01d991,Bustard,https://www.wikidata.org/entity/Q21755,http://vocab.getty.edu/page/aat/300380138
/m/01d9ll,Astronomical object,https://www.wikidata.org/entity/Q6999,
/m/01d9xk,Honeysuckle family,https://www.wikidata.org/entity/Q156301,http://vocab.getty.edu/page/aat/300375567
/m/01d_ff,Toe,,
/m/01d_h8,Film producer,https://www.wikidata.org/entity/Q3282637,http://vocab.getty.edu/page/aat/300312211
/m/01d_rv,Mämmi,https://www.wikidata.org/entity/Q1630666,
/m/01d_tk,Emberizidae,,
/m/01d_xw,National monument,https://www.wikidata.org/entity/Q893745,http://vocab.getty.edu/page/aat/300007037
/m/01dc9n,Chapman stick,https://www.wikidata.org/entity/Q754518,
/m/01dcsz,Lancashire hotpot,https://www.wikidata.org/entity/Q4358444,
/m/01dctq,Poi (Food),https://www.wikidata.org/entity/Q359942,
/m/01dd0y,Copepod,https://www.wikidata.org/entity/Q189973,
/m/01dd1s,Acrobatics,https://www.wikidata.org/entity/Q193036,http://vocab.getty.edu/page/aat/300263162
/m/01dd25,First aid kit,https://www.wikidata.org/entity/Q815867,http://vocab.getty.edu/page/aat/300395480
/m/01dd3,Boomerang,https://www.wikidata.org/entity/Q131536,http://vocab.getty.edu/page/aat/300037220
/m/01ddb4,Brazilian jiu-jitsu,https://www.wikidata.org/entity/Q189336,
/m/01ddcs,Building sand castles,https://www.wikidata.org/entity/Q327561,http://vocab.getty.edu/page/aat/300047355
/m/01ddm,Bodybuilding,https://www.wikidata.org/entity/Q124100,
/m/01df5p,Cuckoo,https://www.wikidata.org/entity/Q26381,
/m/01dfh8,Nuclear power plant,https://www.wikidata.org/entity/Q134447,http://vocab.getty.edu/page/aat/300000439
/m/01dfry,Loggerhead Shrike,https://www.wikidata.org/entity/Q430863,
/m/01dgb6,Palm wine,https://www.wikidata.org/entity/Q839492,
/m/01dggx,Hatmaking,https://www.wikidata.org/entity/Q663375,
/m/01dgnd,American legless lizard,,
/m/01dgwv,Bug,https://www.wikidata.org/entity/Q26371,http://vocab.getty.edu/page/aat/300375642
/m/01dgzv,Spiral galaxy,https://www.wikidata.org/entity/Q2488,
/m/01dh_p,Black seabass,https://www.wikidata.org/entity/Q2469966,
/m/01dhjg,Ten-pin bowling,https://www.wikidata.org/entity/Q172809,http://vocab.getty.edu/page/aat/300222772
/m/01dj7,Beagle,https://www.wikidata.org/entity/Q21102,
/m/01dj8g,Klondyked Herring,https://www.wikidata.org/entity/Q2396858,
/m/01djxm,Meerkat,https://www.wikidata.org/entity/Q134015,http://vocab.getty.edu/page/aat/300310579
/m/01dk8s,Powdered sugar,https://www.wikidata.org/entity/Q151070,
/m/01dk9h,Habanero chili,https://www.wikidata.org/entity/Q764375,
/m/01dl1f,Capo,https://www.wikidata.org/entity/Q177792,
/m/01dl3j,Banknote,https://www.wikidata.org/entity/Q47433,http://vocab.getty.edu/page/aat/300191324
/m/01dl9r,Cormorant,https://www.wikidata.org/entity/Q3901247,
/m/01dnv_,Bağlama,https://www.wikidata.org/entity/Q717773,http://vocab.getty.edu/page/aat/300214339
/m/01dnws,Bouzouki,https://www.wikidata.org/entity/Q322675,http://vocab.getty.edu/page/aat/300265860
/m/01dp1q,Armored cruiser,https://www.wikidata.org/entity/Q847478,
/m/01dp3n,Protected cruiser,https://www.wikidata.org/entity/Q830335,
/m/01dp9q,Touch football,https://www.wikidata.org/entity/Q328835,
/m/01dq4q,Coraciiformes,https://www.wikidata.org/entity/Q484131,http://vocab.getty.edu/page/aat/300310289
/m/01dqkc,Pest,https://www.wikidata.org/entity/Q235306,
/m/01dqy5,Cedar Waxwing,https://www.wikidata.org/entity/Q184314,
/m/01drpv,Ananas,https://www.wikidata.org/entity/Q1493,http://vocab.getty.edu/page/aat/300375582
/m/01drwh,Bandoneon,https://www.wikidata.org/entity/Q215032,http://vocab.getty.edu/page/aat/300264877
/m/01dts_,Laotian cuisine,,
/m/01dttb,Glutinous rice,https://www.wikidata.org/entity/Q115443,
/m/01dv4h,Portrait,https://www.wikidata.org/entity/Q134307,http://vocab.getty.edu/page/aat/300015637
/m/01dv7j,Schipperke,https://www.wikidata.org/entity/Q39010,
/m/01dvt,Northrop grumman b-2 spirit,https://www.wikidata.org/entity/Q180285,
/m/01dvt1,Joint,,
/m/01dw5z,Swallow,https://www.wikidata.org/entity/Q39861,
/m/01dw9,Beaver,https://www.wikidata.org/entity/Q47542,http://vocab.getty.edu/page/aat/300250578
/m/01dws,Bear,https://www.wikidata.org/entity/Q11788,http://vocab.getty.edu/page/aat/300266516
/m/01dwsz,Waffle,https://www.wikidata.org/entity/Q375,
/m/01dwwc,Pancake,https://www.wikidata.org/entity/Q44541,
/m/01dwxx,Gull,https://www.wikidata.org/entity/Q3112866,
/m/01dwzq,Fatback,https://www.wikidata.org/entity/Q5437342,
/m/01dx8,Bald eagle,https://www.wikidata.org/entity/Q127216,
/m/01dx9s,Whey,https://www.wikidata.org/entity/Q185009,
/m/01dxlg,Monitor,https://www.wikidata.org/entity/Q157119,
/m/01dxs,Brown bear,https://www.wikidata.org/entity/Q36341,http://vocab.getty.edu/page/aat/300310636
/m/01dy09,Tern,https://www.wikidata.org/entity/Q875769,
/m/01dy1v,Skua,https://www.wikidata.org/entity/Q205323,
/m/01dy62,Phasianidae,https://www.wikidata.org/entity/Q26375,http://vocab.getty.edu/page/aat/300310512
/m/01dy8n,Woodpecker,https://www.wikidata.org/entity/Q25439,http://vocab.getty.edu/page/aat/300310548
/m/01dys,Biathlon,https://www.wikidata.org/entity/Q166788,
/m/01dzm,Bubble and squeak,https://www.wikidata.org/entity/Q573516,
/m/01dzzz,Mahi Mahi,https://www.wikidata.org/entity/Q14443,
/m/01f0r6,Megaphone,https://www.wikidata.org/entity/Q216217,http://vocab.getty.edu/page/aat/300256833
/m/01f0yy,Mechanical puzzle,https://www.wikidata.org/entity/Q924588,http://vocab.getty.edu/page/aat/300222284
/m/01f0zq,Mongoose,https://www.wikidata.org/entity/Q80479,http://vocab.getty.edu/page/aat/300250263
/m/01f10d,North american xb-70 valkyrie,https://www.wikidata.org/entity/Q729056,
/m/01f116,Crypt,https://www.wikidata.org/entity/Q192619,http://vocab.getty.edu/page/aat/300004618
/m/01f1n4,Barista,https://www.wikidata.org/entity/Q178816,
/m/01f235,Baguazhang,https://www.wikidata.org/entity/Q800177,
/m/01f2hr,Stunt,https://www.wikidata.org/entity/Q1758095,
/m/01f2sl,Power station,https://www.wikidata.org/entity/Q159719,http://vocab.getty.edu/page/aat/300120461
/m/01f3p,Base jumping,https://www.wikidata.org/entity/Q809831,
/m/01f3v2,Ghee,https://www.wikidata.org/entity/Q323225,http://vocab.getty.edu/page/aat/300386167
/m/01f415,Flame,https://www.wikidata.org/entity/Q235544,http://vocab.getty.edu/page/aat/300009910
/m/01f43,Beauty,https://www.wikidata.org/entity/Q7242,http://vocab.getty.edu/page/aat/300055821
/m/01f4cc,Manicure,https://www.wikidata.org/entity/Q747493,
/m/01f4g6,Cod liver oil,https://www.wikidata.org/entity/Q748786,http://vocab.getty.edu/page/aat/300380446
/m/01f4qx,Lesser celandine,https://www.wikidata.org/entity/Q157557,
/m/01f4td,Rural area,https://www.wikidata.org/entity/Q175185,http://vocab.getty.edu/page/aat/300229355
