LabelName,DisplayName
/m/02393,Chaparral
/m/0239cb,Ac ace
/m/0239kh,Cowbell
/m/023_rh,Dodge rampage
/m/023b8,Clipper (Boat)
/m/023bbt,Wilderness
/m/023cbk,Cargo
/m/023fvs,Cricketer
/m/023g6j,Saab ev-1
/m/023gc2,Gayageum
/m/023hb6,Darts
/m/023j4r,Nail (Body part)
/m/023kbx,Tandoor
/m/023kc8,Yakitori
/m/023kjl,Erotic literature
/m/023kp2,Paw
/m/023ls,Cola
/m/023mq,Cider
/m/023nrw,Navigator
/m/023pfw,Aluminium foil
/m/023pjk,Silverware
/m/023q15,Sloth bear
/m/023qc5,Somersault
/m/023qyz,Advent wreath
/m/023s_v,Usb flash drive
/m/023t5p,Goal
/m/023tkl,Abseiling
/m/023vk2,Referee
/m/023vxw,Marmot
/m/023vz1,Lockheed f-94 starfire
/m/023w12,Republic f-84 thunderjet
/m/023w27,Republic f-105 thunderchief
/m/023ws,Clavichord
/m/023zh4,Erhu
/m/02417f,Windscreen wiper
/m/0241s6,Opel kadett
/m/02422r,Futon
/m/024247,Bottled water
/m/0242gd,Wagon
/m/0242l,Coin
/m/0243gp,Northern Praying Mantis (martial art)
/m/0243pg,Canis
/m/0244jz,Daf
/m/0244lt,Shazam
/m/0245kq,Stealth aircraft
/m/0245rx,Christmas pudding
/m/0245zn,National historic landmark
/m/0246g2,Golden crowned Kinglet
/m/0246jg,Ruby crowned Kinglet
/m/0247j_,Patagonian toothfish
/m/0247sv,Elephant seals
/m/02492f,Azuki bean
/m/024959,Amanattō
/m/0249gb,Tom kha kai
/m/024bm,Cable television
/m/024br0,Lotus europa
/m/024c9v,Tárogató
/m/024cl,Caldera
/m/024cpw,Blue gray Gnatcatcher
/m/024d1z,Peeler
/m/024d2,Calculator
/m/024dyf,Hula
/m/024g6,Cocktail
/m/024g8w,White breasted Nuthatch
/m/024gbn,Red breasted Nuthatch
/m/024gh2,Antonov an-225 mriya
/m/024gjb,Menu
/m/024gsm,Chevrolet caprice
/m/024h08,Indonesian food
/m/024j5d,Telephone operator
/m/024j9l,American Tree Creeper
/m/024jdh,Black capped Chickadee
/m/024jj,Cuba libre
/m/024k91,Coil spring
/m/024kk2,Negative
/m/024kz7,Dancesport
/m/024lvg,Loukoumades
/m/024ncv,Chevrolet bel air
/m/024nd6,Standing desk
/m/024nvz,Hyacinth
/m/024pk,Cetacea
/m/024qb2,Grey squirrel
/m/024qgv,King vulture
