LabelName,DisplayName,wikidata
/m/0558t8,Torban,https://www.wikidata.org/entity/Q2651987
/m/055_j_,Hawker,https://www.wikidata.org/entity/Q1222986
/m/055_l,Melting,https://www.wikidata.org/entity/Q106080
/m/055bdr,Proton perdana,
/m/055bf2,Proton gen-2,
/m/055br8,Thai bangkaew dog,https://www.wikidata.org/entity/Q37880
/m/055dk5,Ilyushin db-3,https://www.wikidata.org/entity/Q1112841
/m/055hnm,Medium endurance cutter,https://www.wikidata.org/entity/Q6807172
/m/055hx5,Cawl,https://www.wikidata.org/entity/Q5038482
/m/055k66,Giant clam,https://www.wikidata.org/entity/Q751784
/m/055ny2,Tamborim,https://www.wikidata.org/entity/Q1751598
/m/055p_k,Mil mi-4,https://www.wikidata.org/entity/Q169427
/m/055q10,Mil mi-1,https://www.wikidata.org/entity/Q320900
/m/055qbm,Petlyakov pe-8,https://www.wikidata.org/entity/Q1349120
/m/055qm5,Lavochkin la-9,https://www.wikidata.org/entity/Q1809102
/m/055qnq,Lavochkin la-11,https://www.wikidata.org/entity/Q1538894
/m/055qwk,Topos,https://www.wikidata.org/entity/Q1353759
/m/055r6g,Galantine,https://www.wikidata.org/entity/Q923729
/m/055rn5,Kuk sool won,
/m/055s40,Glacial landform,https://www.wikidata.org/entity/Q2421276
/m/055sg,Militia,https://www.wikidata.org/entity/Q153936
/m/055t0d,Doshu,
/m/055vs5,Chocolate pudding,https://www.wikidata.org/entity/Q5103668
/m/055w7,Mozzarella,https://www.wikidata.org/entity/Q14088
/m/055y91,Golden samphire,https://www.wikidata.org/entity/Q918579
/m/055zfk,Tricking,https://www.wikidata.org/entity/Q794301
/m/05607t,Pedestal,https://www.wikidata.org/entity/Q12014132
/m/05620g,Jaguar xjr-15,
/m/0562kw,Sweethearts,https://www.wikidata.org/entity/Q7655706
/m/0563fd,Pzl sw-4,https://www.wikidata.org/entity/Q1507235
/m/05648t,Crash cart,https://www.wikidata.org/entity/Q2890821
/m/05660t6,Field marigold,https://www.wikidata.org/entity/Q149561
/m/0566zm,Melinjo,https://www.wikidata.org/entity/Q72368
/m/05676x,Pencil case,https://www.wikidata.org/entity/Q596566
/m/05677z,Tablecloth,https://www.wikidata.org/entity/Q536168
/m/0567vq,Liptauer,https://www.wikidata.org/entity/Q254922
/m/05698d,Mudhol hound,https://www.wikidata.org/entity/Q37670
/m/0569zg,Beauty salon,https://www.wikidata.org/entity/Q1195245
/m/056_nb,Boxing Referee,
/m/056b2gz,Lexus hs,
/m/056c17,Hotdish,https://www.wikidata.org/entity/Q5911091
/m/056chn,Bede bd-5,https://www.wikidata.org/entity/Q813830
/m/056cn0,Choux pastry,https://www.wikidata.org/entity/Q898344
/m/056cvdf,Piccata,https://www.wikidata.org/entity/Q1361771
