LabelName,DisplayName,wikidata
/m/01c80k,Snow goose,https://www.wikidata.org/entity/Q27074540
/m/01c8br,Street,https://www.wikidata.org/entity/Q79007
/m/01c8w0,Conductor,
/m/01c979,Designer,https://www.wikidata.org/entity/Q5322166
/m/01c_0l,"Ducks, geese and swans",https://www.wikidata.org/entity/Q3736439
/m/01c_9j,Quarry,https://www.wikidata.org/entity/Q188040
/m/01cbb3,Beet,
/m/01cbzq,Rock,https://www.wikidata.org/entity/Q280874
/m/01cch6,Potato salad,https://www.wikidata.org/entity/Q152964
/m/01cct5,Snipe,https://www.wikidata.org/entity/Q1485075
/m/01cd9,Brand,https://www.wikidata.org/entity/Q431289
/m/01cfkh,Remora,https://www.wikidata.org/entity/Q239771
/m/01cgz,Boxing,https://www.wikidata.org/entity/Q32112
/m/01chb8,Nowruz,https://www.wikidata.org/entity/Q483236
/m/01chy,Bowls,https://www.wikidata.org/entity/Q895471
/m/01cj38,Northern Harrier,https://www.wikidata.org/entity/Q25572
/m/01cjsf,Kite (Bird),https://www.wikidata.org/entity/Q42861
/m/01ck7x,Budgie,https://www.wikidata.org/entity/Q121221
/m/01ckgp,Interaction,https://www.wikidata.org/entity/Q52948
/m/01cmb2,Miniskirt,https://www.wikidata.org/entity/Q230823
/m/01cmcs,Hatchback,https://www.wikidata.org/entity/Q216762
/m/01cmft,Spotting scope,https://www.wikidata.org/entity/Q1752914
/m/01cmm2,Monocular,https://www.wikidata.org/entity/Q1945033
/m/01cndb,Stationery,https://www.wikidata.org/entity/Q875696
/m/01cnz,Birth control,https://www.wikidata.org/entity/Q122224
/m/01cp1t,Douglas Aircraft Company,https://www.wikidata.org/entity/Q651778
/m/01cppc,Bird migration,https://www.wikidata.org/entity/Q216507
/m/01cq1t,Listed building,https://www.wikidata.org/entity/Q570600
/m/01cqy9,Bivalve,https://www.wikidata.org/entity/Q25368
/m/01crm0,Atlantic puffin,https://www.wikidata.org/entity/Q26685
/m/01crnh,"Meal, ready-to-eat",https://www.wikidata.org/entity/Q586615
/m/01crps,Satay,https://www.wikidata.org/entity/Q209253
/m/01crzf,Waxwing,https://www.wikidata.org/entity/Q26135
/m/01cs49,Cottage pie,https://www.wikidata.org/entity/Q2303056
/m/01cs50,Costa Rican cuisine,https://www.wikidata.org/entity/Q1066184
/m/01cs_p,Marina,https://www.wikidata.org/entity/Q721207
/m/01csdn,Smörgåsbord,https://www.wikidata.org/entity/Q1070156
/m/01ctqy,F-111 aardvark,https://www.wikidata.org/entity/Q270990
/m/01ctry,Atmosphere of earth,https://www.wikidata.org/entity/Q3230
/m/01ctsf,Atmosphere,https://www.wikidata.org/entity/Q8104
/m/01cv4r,Temperate coniferous forest,
/m/01cv98,Temperate broadleaf and mixed forest,https://www.wikidata.org/entity/Q622896
/m/01cv9m,Tropical and subtropical coniferous forests,https://www.wikidata.org/entity/Q3055470
/m/01cvx,Baptism,https://www.wikidata.org/entity/Q35856
/m/01cw97,Pemmican,https://www.wikidata.org/entity/Q130097
/m/01cwd,Bocce,https://www.wikidata.org/entity/Q33135384
/m/01cwty,Hub gear,https://www.wikidata.org/entity/Q1720351
/m/01cx7t,High-visibility clothing,https://www.wikidata.org/entity/Q16041252
/m/01cx_v,Chesapeake bay retriever,https://www.wikidata.org/entity/Q29084
/m/01cxh7,Transporter bridge,https://www.wikidata.org/entity/Q506412
/m/01cxvn,Bioluminescence,https://www.wikidata.org/entity/Q179924
/m/01cypm,Khene,https://www.wikidata.org/entity/Q1740479
/m/01cytr,Kia motors,https://www.wikidata.org/entity/Q35349
/m/01cz1z,Cloudberry,https://www.wikidata.org/entity/Q160092
/m/01cz4w,Bilberry,https://www.wikidata.org/entity/Q60708120
/m/01czv3,Fortification,https://www.wikidata.org/entity/Q57821
/m/01d07t,Photographic paper,https://www.wikidata.org/entity/Q912760
/m/01d0z1,Shorebird,https://www.wikidata.org/entity/Q26226431
/m/01d146,Lockheed ep-3,https://www.wikidata.org/entity/Q1137534
/m/01d1dj,Coupé,https://www.wikidata.org/entity/Q213853
/m/01d1vk,Grumman c-2 greyhound,https://www.wikidata.org/entity/Q1148532
/m/01d1wc,Northrop grumman ea-6b prowler,https://www.wikidata.org/entity/Q532428
/m/01d2_z,Wind turbine,https://www.wikidata.org/entity/Q49833
/m/01d2nt,Wisteria,https://www.wikidata.org/entity/Q261903
/m/01d30f,Teacher,https://www.wikidata.org/entity/Q37226
/m/01d380,Drill (Tool),https://www.wikidata.org/entity/Q58964
/m/01d3bp,Sandpiper,https://www.wikidata.org/entity/Q26626
/m/01d3ry,Tortilla de patatas,https://www.wikidata.org/entity/Q281751
/m/01d40f,Dress,https://www.wikidata.org/entity/Q200539
/m/01d4b2,Jack-o'-lantern,https://www.wikidata.org/entity/Q221009
/m/01d5g,Batman,https://www.wikidata.org/entity/Q2695156
/m/01d64p,Accipitriformes,https://www.wikidata.org/entity/Q21736
/m/01d743,Package delivery,https://www.wikidata.org/entity/Q1447463
/m/01d74z,Night,https://www.wikidata.org/entity/Q575
/m/01d7fl,Jack russell terrier,https://www.wikidata.org/entity/Q38287
/m/01d7mc,Black and tan coonhound,https://www.wikidata.org/entity/Q37537
/m/01d7ng,Pelecaniformes,https://www.wikidata.org/entity/Q19338
/m/01d7qq,Coonhound,https://www.wikidata.org/entity/Q37766
/m/01d7rt,Differential,https://www.wikidata.org/entity/Q241623
/m/01d8ql,Rallidae,https://www.wikidata.org/entity/Q3417678
/m/01d991,Bustard,https://www.wikidata.org/entity/Q21755
/m/01d9ll,Astronomical object,https://www.wikidata.org/entity/Q6999
/m/01d9xk,Honeysuckle family,https://www.wikidata.org/entity/Q156301
/m/01d_ff,Toe,
/m/01d_h8,Film producer,https://www.wikidata.org/entity/Q3282637
/m/01d_rv,Mämmi,https://www.wikidata.org/entity/Q1630666
/m/01d_tk,Emberizidae,
/m/01d_xw,National monument,https://www.wikidata.org/entity/Q893745
/m/01dc9n,Chapman stick,https://www.wikidata.org/entity/Q754518
/m/01dcsz,Lancashire hotpot,https://www.wikidata.org/entity/Q4358444
/m/01dctq,Poi (Food),https://www.wikidata.org/entity/Q359942
/m/01dd0y,Copepod,https://www.wikidata.org/entity/Q189973
/m/01dd1s,Acrobatics,https://www.wikidata.org/entity/Q193036
/m/01dd25,First aid kit,https://www.wikidata.org/entity/Q815867
/m/01dd3,Boomerang,https://www.wikidata.org/entity/Q131536
/m/01ddb4,Brazilian jiu-jitsu,https://www.wikidata.org/entity/Q189336
/m/01ddcs,Building sand castles,https://www.wikidata.org/entity/Q327561
/m/01ddm,Bodybuilding,https://www.wikidata.org/entity/Q124100
/m/01df5p,Cuckoo,https://www.wikidata.org/entity/Q26381
/m/01dfh8,Nuclear power plant,https://www.wikidata.org/entity/Q134447
/m/01dfry,Loggerhead Shrike,https://www.wikidata.org/entity/Q430863
/m/01dgb6,Palm wine,https://www.wikidata.org/entity/Q839492
/m/01dggx,Hatmaking,https://www.wikidata.org/entity/Q663375
/m/01dgnd,American legless lizard,
/m/01dgwv,Bug,https://www.wikidata.org/entity/Q26371
/m/01dgzv,Spiral galaxy,https://www.wikidata.org/entity/Q2488
/m/01dh_p,Black seabass,https://www.wikidata.org/entity/Q2469966
/m/01dhjg,Ten-pin bowling,https://www.wikidata.org/entity/Q172809
/m/01dj7,Beagle,https://www.wikidata.org/entity/Q21102
/m/01dj8g,Klondyked Herring,https://www.wikidata.org/entity/Q2396858
/m/01djxm,Meerkat,https://www.wikidata.org/entity/Q134015
/m/01dk8s,Powdered sugar,https://www.wikidata.org/entity/Q151070
/m/01dk9h,Habanero chili,https://www.wikidata.org/entity/Q764375
/m/01dl1f,Capo,https://www.wikidata.org/entity/Q177792
/m/01dl3j,Banknote,https://www.wikidata.org/entity/Q47433
/m/01dl9r,Cormorant,https://www.wikidata.org/entity/Q3901247
/m/01dnv_,Bağlama,https://www.wikidata.org/entity/Q717773
/m/01dnws,Bouzouki,https://www.wikidata.org/entity/Q322675
/m/01dp1q,Armored cruiser,https://www.wikidata.org/entity/Q847478
/m/01dp3n,Protected cruiser,https://www.wikidata.org/entity/Q830335
/m/01dp9q,Touch football,https://www.wikidata.org/entity/Q328835
/m/01dq4q,Coraciiformes,https://www.wikidata.org/entity/Q484131
/m/01dqkc,Pest,https://www.wikidata.org/entity/Q235306
/m/01dqy5,Cedar Waxwing,https://www.wikidata.org/entity/Q184314
/m/01drpv,Ananas,https://www.wikidata.org/entity/Q1493
/m/01drwh,Bandoneon,https://www.wikidata.org/entity/Q215032
/m/01dts_,Laotian cuisine,
/m/01dttb,Glutinous rice,https://www.wikidata.org/entity/Q115443
/m/01dv4h,Portrait,https://www.wikidata.org/entity/Q134307
/m/01dv7j,Schipperke,https://www.wikidata.org/entity/Q39010
/m/01dvt,Northrop grumman b-2 spirit,https://www.wikidata.org/entity/Q180285
/m/01dvt1,Joint,
/m/01dw5z,Swallow,https://www.wikidata.org/entity/Q39861
/m/01dw9,Beaver,https://www.wikidata.org/entity/Q47542
/m/01dws,Bear,https://www.wikidata.org/entity/Q11788
