LabelName,DisplayName,wikidata
/m/0100nhbf,Sprenger's tulip,https://www.wikidata.org/entity/Q15546066
/m/0104x9kv,Vinegret,https://www.wikidata.org/entity/Q15220576
/m/0105jzwx,Dabu-dabu,https://www.wikidata.org/entity/Q16151258
/m/0105ld7g,Pistachio ice cream,https://www.wikidata.org/entity/Q17118912
/m/0105lxy5,Woku,https://www.wikidata.org/entity/Q16151432
/m/0105n86x,Pastila,https://www.wikidata.org/entity/Q976961
/m/0105ts35,Burasa,https://www.wikidata.org/entity/Q12478002
/m/0108_09c,Summer snowflake,https://www.wikidata.org/entity/Q159119
/m/010dmf,Isle of man tt,https://www.wikidata.org/entity/Q522661
/m/010jjr,Amusement park,https://www.wikidata.org/entity/Q194195
/m/010l12,Roller coaster,https://www.wikidata.org/entity/Q204832
/m/010lq47b,Witch hat,https://www.wikidata.org/entity/Q18395215
/m/010ls_cv,Sandwich Cookies,https://www.wikidata.org/entity/Q1243043
/m/010xc,Aspartame,https://www.wikidata.org/entity/Q182040
/m/01127,Air conditioning,
/m/0114n,Atari jaguar,https://www.wikidata.org/entity/Q650601
/m/01154,Atari lynx,https://www.wikidata.org/entity/Q753657
/m/01172_8x,Pencil skirt,https://www.wikidata.org/entity/Q883680
/m/0117_25k,Saffron crocus,https://www.wikidata.org/entity/Q4827138
/m/0117wzjg,Zenvo ST,
/m/0117z,Air show,https://www.wikidata.org/entity/Q1070669
/m/0118b5n4,May day,https://www.wikidata.org/entity/Q900013
/m/0118ms9c,Reflex camera,https://www.wikidata.org/entity/Q2858617
/m/0118n_9r,Water bottle,https://www.wikidata.org/entity/Q6817227
/m/0118n_nl,Unleavened bread,https://www.wikidata.org/entity/Q5702275
/m/0118q29r,Ides of march,https://www.wikidata.org/entity/Q948604
/m/01195jk4,Jean short,
/m/0119x1zy,Bun (Food),https://www.wikidata.org/entity/Q13377687
/m/0119x27p,Cocker spaniel,https://www.wikidata.org/entity/Q4227301
/m/011_6p,Kazoo,https://www.wikidata.org/entity/Q483994
/m/011_dp,Membranophone,https://www.wikidata.org/entity/Q212892
/m/011_f4,Chordophone,
/m/011_g9,Wind instrument,https://www.wikidata.org/entity/Q659216
/m/011_lb,Vespa,https://www.wikidata.org/entity/Q217673
/m/011_my,Idiophone,https://www.wikidata.org/entity/Q12639
/m/011_xr,Azalea,https://www.wikidata.org/entity/Q5986917
/m/011b3pkg,Giant freshwater stingray,https://www.wikidata.org/entity/Q28133219
/m/011b986k,Rockhopper penguin,https://www.wikidata.org/entity/Q7355290
/m/011bc8hg,Camomile,https://www.wikidata.org/entity/Q14169150
/m/011bfkzx,Beaglier,https://www.wikidata.org/entity/Q38896
/m/011j2w,Shuriken,https://www.wikidata.org/entity/Q47098
/m/011jbn,Gourd,https://www.wikidata.org/entity/Q7370671
/m/011jng,Fiber,https://www.wikidata.org/entity/Q161
/m/011jxn,Lasagne,https://www.wikidata.org/entity/Q20034
/m/011k07,Tortoise,https://www.wikidata.org/entity/Q46360
/m/011k_j,Timpani,https://www.wikidata.org/entity/Q189737
/m/011l1,Afghan hound,https://www.wikidata.org/entity/Q21080
/m/011l78,Team,https://www.wikidata.org/entity/Q327245
/m/011l9w,Lard,https://www.wikidata.org/entity/Q72827
/m/011lf0ff,Mardi Gras,https://www.wikidata.org/entity/Q35105
/m/011lh,Azawakh,https://www.wikidata.org/entity/Q37859
/m/011ljn,Velvet,https://www.wikidata.org/entity/Q243519
/m/011lqk,Porter,https://www.wikidata.org/entity/Q233709
